Pk,Tm,Player,College,Yrs,G,TOTMP,TOTPTS,TOTTRB,TOTAST,FG%,3P%,FT%,WS,WS/48,BPM,VORP,DraftYr,MPG,PPG,RPG,APG,playerurl,DraftYear
55,GSW,Chris Porter,Auburn,1.0,51.0,1147.0,440.0,189.0,61.0,0.389,0.0,0.667,0.2,0.008,-4.5,-0.7,2000,22.5,8.6,3.7,1.2,https://www.sports-reference.com/cbb/players/chris-porter-1.html,2000
56,IND,Jaquay Walls,Colorado,,,,,,,,,,,,,,2000,,,,,https://www.sports-reference.com/cbb/players/jaquay-walls-1.html,2000
57,ATL,Scoonie Penn,Ohio State,,,,,,,,,,,,,,2000,,,,,https://www.sports-reference.com/cbb/players/scoonie-penn-1.html,2000
58,DAL,Pete Mickeal,Cincinnati,,,,,,,,,,,,,,2000,,,,,https://www.sports-reference.com/cbb/players/pete-mickeal-1.html,2000
1,WAS,Kwame Brown,,12.0,607.0,13389.0,4035.0,3333.0,554.0,0.492,0.111,0.57,20.8,0.074,-2.4,-1.3,2001,22.1,6.6,5.5,0.9,,2001
2,LAC,Tyson Chandler,,19.0,1160.0,31617.0,9509.0,10467.0,967.0,0.597,0.0,0.644,102.1,0.155,0.1,16.9,2001,27.3,8.2,9.0,0.8,,2001
3,ATL,Pau Gasol,,18.0,1226.0,41001.0,20894.0,11305.0,3925.0,0.507,0.368,0.753,144.1,0.169,3.6,57.5,2001,33.4,17.0,9.2,3.2,,2001
4,CHI,Eddy Curry,,11.0,527.0,13109.0,6820.0,2725.0,287.0,0.545,1.0,0.642,21.7,0.08,-2.4,-1.3,2001,24.9,12.9,5.2,0.5,,2001
5,GSW,Jason Richardson,Michigan State,13.0,857.0,29241.0,14644.0,4245.0,2284.0,0.438,0.37,0.707,59.1,0.097,1.2,23.8,2001,34.1,17.1,5.0,2.7,https://www.sports-reference.com/cbb/players/jason-richardson-1.html,2001
6,MEM,Shane Battier,Duke,13.0,977.0,30004.0,8408.0,4082.0,1717.0,0.437,0.384,0.743,75.7,0.121,1.7,28.2,2001,30.7,8.6,4.2,1.8,https://www.sports-reference.com/cbb/players/shane-battier-1.html,2001
7,BRK,Eddie Griffin,Seton Hall,5.0,303.0,6729.0,2171.0,1744.0,236.0,0.377,0.315,0.671,10.9,0.078,-0.4,2.8,2001,22.2,7.2,5.8,0.8,https://www.sports-reference.com/cbb/players/eddie-griffin-1.html,2001
8,CLE,DeSagana Diop,,12.0,601.0,8403.0,1185.0,2219.0,270.0,0.427,0.167,0.467,12.8,0.073,-1.9,0.2,2001,14.0,2.0,3.7,0.4,,2001
9,DET,Rodney White,UNC Charlotte,4.0,218.0,3354.0,1540.0,485.0,237.0,0.424,0.314,0.749,1.8,0.026,-2.2,-0.1,2001,15.4,7.1,2.2,1.1,https://www.sports-reference.com/cbb/players/rodney-white-1.html,2001
10,BOS,Joe Johnson,Arkansas,18.0,1277.0,44236.0,20407.0,5059.0,5001.0,0.441,0.371,0.802,82.9,0.09,0.4,26.5,2001,34.6,16.0,4.0,3.9,https://www.sports-reference.com/cbb/players/joe-johnson-1.html,2001
11,BOS,Kedrick Brown,Okaloosa-Walton Community College,4.0,143.0,1935.0,509.0,347.0,103.0,0.405,0.274,0.64,3.0,0.074,-1.1,0.4,2001,13.5,3.6,2.4,0.7,https://www.sports-reference.com/cbb/players/kedrick-brown-1.html,2001
12,OKC,Vladimir Radmanović,,12.0,737.0,16164.0,5879.0,2784.0,998.0,0.415,0.378,0.758,26.5,0.079,-0.1,7.6,2001,21.9,8.0,3.8,1.4,,2001
13,HOU,Richard Jefferson,Arizona,17.0,1181.0,34293.0,14904.0,4720.0,2412.0,0.464,0.376,0.768,83.0,0.116,0.2,19.4,2001,29.0,12.6,4.0,2.0,https://www.sports-reference.com/cbb/players/richard-jefferson-1.html,2001
14,GSW,Troy Murphy,Notre Dame,12.0,729.0,19921.0,7860.0,5708.0,1088.0,0.445,0.388,0.785,50.3,0.121,0.1,10.6,2001,27.3,10.8,7.8,1.5,https://www.sports-reference.com/cbb/players/troy-murphy-1.html,2001
15,ORL,Steven Hunter,DePaul,8.0,400.0,5993.0,1817.0,1264.0,79.0,0.56,0.0,0.485,10.6,0.085,-2.3,-0.5,2001,15.0,4.5,3.2,0.2,https://www.sports-reference.com/cbb/players/steven-hunter-1.html,2001
16,CHA,Kirk Haston,Indiana,2.0,27.0,134.0,32.0,27.0,8.0,0.232,0.0,0.5,-0.5,-0.197,-13.3,-0.4,2001,5.0,1.2,1.0,0.3,https://www.sports-reference.com/cbb/players/kirk-haston-1.html,2001
17,TOR,Michael Bradley,Villanova,5.0,173.0,2016.0,483.0,591.0,93.0,0.477,0.143,0.511,2.0,0.047,-4.0,-1.0,2001,11.7,2.8,3.4,0.5,https://www.sports-reference.com/cbb/players/michael-bradley-1.html,2001
18,HOU,Jason Collins,Stanford,13.0,735.0,14974.0,2621.0,2706.0,626.0,0.411,0.206,0.647,20.1,0.064,-3.7,-6.5,2001,20.4,3.6,3.7,0.9,https://www.sports-reference.com/cbb/players/jason-collins-1.html,2001
19,POR,Zach Randolph,Michigan State,17.0,1116.0,34616.0,18578.0,10208.0,2049.0,0.471,0.273,0.764,81.1,0.112,0.2,18.8,2001,31.0,16.6,9.1,1.8,https://www.sports-reference.com/cbb/players/zach-randolph-1.html,2001
20,CLE,Brendan Haywood,UNC,13.0,816.0,18680.0,5538.0,4875.0,442.0,0.528,0.0,0.587,43.8,0.113,-1.4,2.9,2001,22.9,6.8,6.0,0.5,https://www.sports-reference.com/cbb/players/brendan-haywood-1.html,2001
21,BOS,Joseph Forte,UNC,2.0,25.0,125.0,30.0,17.0,17.0,0.234,0.0,0.8,-0.4,-0.166,-8.6,-0.2,2001,5.0,1.2,0.7,0.7,https://www.sports-reference.com/cbb/players/joseph-forte-1.html,2001
22,ORL,Jeryl Sasser,SMU,2.0,82.0,1061.0,204.0,191.0,67.0,0.303,0.295,0.687,0.7,0.032,-2.5,-0.1,2001,12.9,2.5,2.3,0.8,https://www.sports-reference.com/cbb/players/jeryl-sasser-1.html,2001
23,HOU,Brandon Armstrong,Pepperdine,3.0,108.0,699.0,239.0,63.0,24.0,0.352,0.333,0.6,-0.6,-0.039,-8.0,-1.0,2001,6.5,2.2,0.6,0.2,https://www.sports-reference.com/cbb/players/brandon-armstrong-1.html,2001
24,UTA,Raül López,,2.0,113.0,2135.0,733.0,194.0,428.0,0.429,0.346,0.853,2.1,0.047,-2.4,-0.2,2001,18.9,6.5,1.7,3.8,,2001
25,SAC,Gerald Wallace,Alabama,14.0,832.0,24731.0,9933.0,4838.0,1725.0,0.469,0.312,0.709,59.7,0.116,1.8,23.5,2001,29.7,11.9,5.8,2.1,https://www.sports-reference.com/cbb/players/gerald-wallace-1.html,2001
26,PHI,Samuel Dalembert,Seton Hall,13.0,886.0,21646.0,6814.0,6942.0,465.0,0.521,0.083,0.706,51.3,0.114,-1.1,4.6,2001,24.4,7.7,7.8,0.5,https://www.sports-reference.com/cbb/players/samuel-dalembert-1.html,2001
27,MEM,Jamaal Tinsley,Iowa State,11.0,547.0,14443.0,4652.0,1605.0,3330.0,0.393,0.299,0.716,17.2,0.057,0.0,7.1,2001,26.4,8.5,2.9,6.1,https://www.sports-reference.com/cbb/players/jamaal-tinsley-1.html,2001
28,SAS,Tony Parker,,18.0,1254.0,38279.0,19473.0,3396.0,7036.0,0.491,0.324,0.751,111.3,0.14,1.1,30.1,2001,30.5,15.5,2.7,5.6,,2001
30,CHI,Trenton Hassell,Austin Peay State University,9.0,644.0,16278.0,3741.0,1826.0,1132.0,0.445,0.318,0.765,13.8,0.041,-2.9,-3.7,2001,25.3,5.8,2.8,1.8,https://www.sports-reference.com/cbb/players/trenton-hassell-1.html,2001
31,GSW,Gilbert Arenas,Arizona,11.0,552.0,19351.0,11402.0,2168.0,2909.0,0.421,0.351,0.803,51.3,0.127,2.6,22.3,2001,35.1,20.7,3.9,5.3,https://www.sports-reference.com/cbb/players/gilbert-arenas-1.html,2001
32,ORL,Omar Cook,St. John's,2.0,22.0,213.0,37.0,13.0,46.0,0.333,0.0,0.5,-0.1,-0.021,-2.7,0.0,2001,9.7,1.7,0.6,2.1,https://www.sports-reference.com/cbb/players/omar-cook-1.html,2001
33,MEM,Will Solomon,Clemson,2.0,115.0,1584.0,584.0,132.0,225.0,0.378,0.298,0.692,0.0,0.0,-3.3,-0.5,2001,13.8,5.1,1.1,2.0,https://www.sports-reference.com/cbb/players/will-solomon-1.html,2001
34,ATL,Terence Morris,Maryland,3.0,139.0,1934.0,472.0,377.0,93.0,0.407,0.196,0.711,1.0,0.025,-2.8,-0.4,2001,13.9,3.4,2.7,0.7,https://www.sports-reference.com/cbb/players/terence-morris-1.html,2001
35,BRK,Brian Scalabrine,USC,11.0,520.0,6772.0,1594.0,1034.0,436.0,0.39,0.344,0.783,7.6,0.054,-2.7,-1.2,2001,13.0,3.1,2.0,0.8,https://www.sports-reference.com/cbb/players/brian-scalabrine-1.html,2001
36,CLE,Jeff Trepagnier,USC,3.0,31.0,270.0,88.0,43.0,22.0,0.337,0.462,0.7,-0.2,-0.038,-2.8,-0.1,2001,8.7,2.8,1.4,0.7,https://www.sports-reference.com/cbb/players/jeff-trepagnier-1.html,2001
37,PHI,Damone Brown,Syracuse,4.0,39.0,351.0,108.0,52.0,19.0,0.336,0.286,0.667,-0.7,-0.1,-8.6,-0.6,2001,9.0,2.8,1.3,0.5,https://www.sports-reference.com/cbb/players/damone-brown-1.html,2001
38,DET,Mehmet Okur,,10.0,634.0,18429.0,8561.0,4436.0,1089.0,0.458,0.375,0.797,54.7,0.142,1.1,14.5,2001,29.1,13.5,7.0,1.7,,2001
39,NYK,Michael Wright,Arizona,,,,,,,,,,,,,,2001,,,,,https://www.sports-reference.com/cbb/players/michael-wright-1.html,2001
40,OKC,Earl Watson,UCLA,13.0,878.0,19494.0,5593.0,1985.0,3871.0,0.411,0.324,0.703,19.2,0.047,-1.4,2.8,2001,22.2,6.4,2.3,4.4,https://www.sports-reference.com/cbb/players/earl-watson-1.html,2001
41,IND,Jamison Brewer,Auburn,4.0,54.0,468.0,89.0,50.0,56.0,0.372,0.25,0.393,0.0,-0.001,-2.4,0.0,2001,8.7,1.6,0.9,1.0,https://www.sports-reference.com/cbb/players/jamison-brewer-1.html,2001
42,OKC,Bobby Simmons,DePaul,10.0,466.0,11513.0,4189.0,1791.0,710.0,0.437,0.396,0.823,20.1,0.084,-0.7,3.6,2001,24.7,9.0,3.8,1.5,https://www.sports-reference.com/cbb/players/bobby-simmons-1.html,2001
43,NYK,Eric Chenowith,Kansas,,,,,,,,,,,,,,2001,,,,,https://www.sports-reference.com/cbb/players/eric-chenowith-1.html,2001
44,DAL,Kyle Hill,Eastern Illinois University,,,,,,,,,,,,,,2001,,,,,https://www.sports-reference.com/cbb/players/kyle-hill-1.html,2001
45,CHI,Sean Lampley,California,2.0,45.0,550.0,203.0,94.0,33.0,0.463,0.0,0.691,1.1,0.096,-1.7,0.0,2001,12.2,4.5,2.1,0.7,https://www.sports-reference.com/cbb/players/sean-lampley-1.html,2001
46,MIN,Loren Woods,Arizona,6.0,215.0,2428.0,555.0,682.0,74.0,0.419,0.143,0.642,3.1,0.062,-2.5,-0.3,2001,11.3,2.6,3.2,0.3,https://www.sports-reference.com/cbb/players/loren-woods-1.html,2001
47,DEN,Ousmane Cisse,,,,,,,,,,,,,,,2001,,,,,,2001
48,MEM,Antonis Fotsis,,1.0,28.0,320.0,108.0,62.0,10.0,0.404,0.304,0.85,0.1,0.017,-3.4,-0.1,2001,11.4,3.9,2.2,0.4,,2001
49,MIA,Ken Johnson,Ohio State,1.0,16.0,156.0,32.0,32.0,0.0,0.405,,0.333,0.0,-0.002,-6.8,-0.2,2001,9.8,2.0,2.0,0.0,https://www.sports-reference.com/cbb/players/ken-johnson-1.html,2001
50,POR,Ruben Boumtje-Boumtje,Georgetown,3.0,44.0,276.0,43.0,57.0,6.0,0.368,,0.556,0.2,0.027,-5.4,-0.2,2001,6.3,1.0,1.3,0.1,https://www.sports-reference.com/cbb/players/ruben-boumtje-boumtje-1.html,2001
51,PHO,Alton Ford,Houston,3.0,73.0,524.0,186.0,124.0,11.0,0.507,,0.697,0.8,0.074,-6.4,-0.6,2001,7.2,2.5,1.7,0.2,https://www.sports-reference.com/cbb/players/alton-ford-1.html,2001
52,MIL,Andre Hutson,Michigan State,,,,,,,,,,,,,,2001,,,,,https://www.sports-reference.com/cbb/players/andre-hutson-1.html,2001
53,UTA,Jarron Collins,Stanford,10.0,542.0,8542.0,2095.0,1579.0,419.0,0.455,0.0,0.699,15.7,0.088,-3.1,-2.5,2001,15.8,3.9,2.9,0.8,https://www.sports-reference.com/cbb/players/jarron-collins-1.html,2001
54,DAL,Kenny Satterfield,Cincinnati,2.0,75.0,1062.0,321.0,95.0,176.0,0.335,0.218,0.746,-1.1,-0.051,-4.1,-0.6,2001,14.2,4.3,1.3,2.3,https://www.sports-reference.com/cbb/players/kenny-satterfield-1.html,2001
55,SAC,Maurice Jeffers,Saint Louis,,,,,,,,,,,,,,2001,,,,,https://www.sports-reference.com/cbb/players/maurice-jeffers-1.html,2001
56,SAS,Robertas Javtokas,,,,,,,,,,,,,,,2001,,,,,,2001
57,PHI,Alvin Jones,Georgia Tech,1.0,23.0,126.0,26.0,36.0,3.0,0.4,,0.5,0.1,0.034,-8.7,-0.2,2001,5.5,1.1,1.6,0.1,https://www.sports-reference.com/cbb/players/alvin-jones-1.html,2001
58,SAS,Bryan Bracey,Oregon,,,,,,,,,,,,,,2001,,,,,https://www.sports-reference.com/cbb/players/bryan-bracey-1.html,2001
1,HOU,Yao Ming,,8.0,486.0,15818.0,9247.0,4494.0,769.0,0.524,0.2,0.833,65.9,0.2,3.2,20.7,2002,32.5,19.0,9.2,1.6,,2002
2,CHI,Jay Williams,Duke,1.0,75.0,1961.0,714.0,195.0,350.0,0.399,0.322,0.64,0.8,0.02,-2.0,0.0,2002,26.1,9.5,2.6,4.7,https://www.sports-reference.com/cbb/players/jay-williams-1.html,2002
3,GSW,Mike Dunleavy,Duke,15.0,986.0,27340.0,11048.0,4211.0,2185.0,0.441,0.377,0.803,58.5,0.103,0.3,15.7,2002,27.7,11.2,4.3,2.2,https://www.sports-reference.com/cbb/players/mike-dunleavy-1.html,2002
4,MEM,Drew Gooden,Kansas,14.0,790.0,20127.0,8653.0,5618.0,896.0,0.462,0.257,0.76,43.9,0.105,-1.2,4.3,2002,25.5,11.0,7.1,1.1,https://www.sports-reference.com/cbb/players/drew-gooden-1.html,2002
5,DEN,Nikoloz Tskitishvili,,4.0,172.0,1946.0,507.0,307.0,114.0,0.304,0.235,0.73,-1.6,-0.039,-6.1,-2.0,2002,11.3,2.9,1.8,0.7,,2002
6,CLE,Dajuan Wagner,Memphis,4.0,103.0,2202.0,964.0,142.0,195.0,0.366,0.321,0.77,0.0,0.0,-4.9,-1.6,2002,21.4,9.4,1.4,1.9,https://www.sports-reference.com/cbb/players/dajuan-wagner-1.html,2002
7,NYK,Nenê,,17.0,965.0,25237.0,10909.0,5828.0,1719.0,0.548,0.132,0.66,73.3,0.139,1.0,18.8,2002,26.2,11.3,6.0,1.8,,2002
8,LAC,Chris Wilcox,Maryland,11.0,628.0,12474.0,5150.0,3076.0,455.0,0.541,0.0,0.643,26.9,0.103,-1.6,1.2,2002,19.9,8.2,4.9,0.7,https://www.sports-reference.com/cbb/players/chris-wilcox-1.html,2002
9,PHO,Amar'e Stoudemire,,14.0,846.0,26254.0,15994.0,6632.0,1050.0,0.537,0.236,0.761,92.5,0.169,1.3,21.9,2002,31.0,18.9,7.8,1.2,,2002
10,MIA,Caron Butler,UConn,14.0,881.0,28333.0,12430.0,4387.0,2007.0,0.434,0.348,0.847,50.9,0.086,-0.2,12.6,2002,32.2,14.1,5.0,2.3,https://www.sports-reference.com/cbb/players/caron-butler-1.html,2002
11,WAS,Jared Jeffries,Indiana,11.0,629.0,13579.0,3003.0,2563.0,798.0,0.426,0.25,0.583,13.1,0.046,-2.4,-1.5,2002,21.6,4.8,4.1,1.3,https://www.sports-reference.com/cbb/players/jared-jeffries-1.html,2002
12,LAC,Melvin Ely,Fresno State,9.0,375.0,6005.0,1992.0,1215.0,261.0,0.46,0.0,0.625,4.0,0.032,-4.0,-3.1,2002,16.0,5.3,3.2,0.7,https://www.sports-reference.com/cbb/players/melvin-ely-1.html,2002
13,MIL,Marcus Haislip,Tennessee,4.0,89.0,854.0,311.0,131.0,16.0,0.437,0.35,0.659,0.5,0.026,-4.7,-0.6,2002,9.6,3.5,1.5,0.2,https://www.sports-reference.com/cbb/players/marcus-haislip-1.html,2002
14,IND,Fred Jones,Oregon,7.0,430.0,10299.0,3206.0,958.0,990.0,0.411,0.353,0.809,16.5,0.077,-1.0,2.6,2002,24.0,7.5,2.2,2.3,https://www.sports-reference.com/cbb/players/fred-jones-1.html,2002
15,HOU,Boštjan Nachbar,,6.0,317.0,5628.0,2252.0,836.0,283.0,0.406,0.375,0.784,8.7,0.074,-1.6,0.6,2002,17.8,7.1,2.6,0.9,,2002
16,PHI,Jiří Welsch,,4.0,247.0,4596.0,1519.0,602.0,375.0,0.403,0.343,0.752,5.7,0.059,-1.9,0.1,2002,18.6,6.1,2.4,1.5,,2002
17,WAS,Juan Dixon,Maryland,7.0,436.0,8509.0,3678.0,816.0,775.0,0.413,0.341,0.833,6.1,0.034,-2.1,-0.3,2002,19.5,8.4,1.9,1.8,https://www.sports-reference.com/cbb/players/juan-dixon-1.html,2002
18,ORL,Curtis Borchardt,Stanford,2.0,83.0,1117.0,258.0,278.0,64.0,0.421,0.0,0.742,1.0,0.041,-3.8,-0.5,2002,13.5,3.1,3.3,0.8,https://www.sports-reference.com/cbb/players/curtis-borchardt-1.html,2002
19,UTA,Ryan Humphrey,Notre Dame,3.0,85.0,772.0,197.0,189.0,18.0,0.344,0.0,0.539,-0.4,-0.027,-8.1,-1.2,2002,9.1,2.3,2.2,0.2,https://www.sports-reference.com/cbb/players/ryan-humphrey-1.html,2002
20,TOR,Kareem Rush,Missouri,7.0,346.0,5956.0,2213.0,572.0,353.0,0.4,0.358,0.703,1.7,0.013,-3.2,-1.8,2002,17.2,6.4,1.7,1.0,https://www.sports-reference.com/cbb/players/kareem-rush-1.html,2002
21,POR,Qyntel Woods,Northeast Mississippi Community College,4.0,167.0,2060.0,691.0,385.0,105.0,0.452,0.357,0.603,1.4,0.032,-2.7,-0.4,2002,12.3,4.1,2.3,0.6,https://www.sports-reference.com/cbb/players/qyntel-woods-1.html,2002
22,PHO,Casey Jacobsen,Stanford,4.0,287.0,5320.0,1488.0,516.0,304.0,0.393,0.352,0.769,6.2,0.056,-2.2,-0.3,2002,18.5,5.2,1.8,1.1,https://www.sports-reference.com/cbb/players/casey-jacobsen-1.html,2002
23,DET,Tayshaun Prince,Kentucky,14.0,1017.0,31576.0,11272.0,4332.0,2406.0,0.455,0.367,0.756,63.1,0.096,0.3,18.0,2002,31.0,11.1,4.3,2.4,https://www.sports-reference.com/cbb/players/tayshaun-prince-1.html,2002
24,BRK,Nenad Krstić,,7.0,419.0,10547.0,4210.0,2261.0,346.0,0.494,0.143,0.73,21.5,0.098,-2.6,-1.5,2002,25.2,10.0,5.4,0.8,,2002
25,DEN,Frank Williams,Illinois,3.0,86.0,952.0,253.0,77.0,166.0,0.352,0.3,0.833,0.1,0.003,-3.2,-0.3,2002,11.1,2.9,0.9,1.9,https://www.sports-reference.com/cbb/players/frank-williams-1.html,2002
26,SAS,John Salmons,Miami (FL),13.0,895.0,23672.0,8292.0,2603.0,2183.0,0.431,0.366,0.799,33.9,0.069,-0.9,6.7,2002,26.4,9.3,2.9,2.4,https://www.sports-reference.com/cbb/players/john-salmons-1.html,2002
27,LAL,Chris Jefferies,Fresno State,2.0,72.0,861.0,281.0,88.0,29.0,0.383,0.365,0.667,-0.5,-0.03,-5.5,-0.8,2002,12.0,3.9,1.2,0.4,https://www.sports-reference.com/cbb/players/chris-jefferies-1.html,2002
28,SAC,Dan Dickau,Gonzaga,6.0,300.0,4617.0,1745.0,405.0,752.0,0.401,0.341,0.831,5.9,0.061,-1.5,0.6,2002,15.4,5.8,1.4,2.5,https://www.sports-reference.com/cbb/players/dan-dickau-1.html,2002
30,GSW,Steve Logan,Cincinnati,,,,,,,,,,,,,,2002,,,,,https://www.sports-reference.com/cbb/players/steve-logan-1.html,2002
31,CHI,Roger Mason,Virginia,10.0,518.0,9147.0,3289.0,897.0,677.0,0.408,0.383,0.866,13.0,0.068,-1.4,1.4,2002,17.7,6.3,1.7,1.3,https://www.sports-reference.com/cbb/players/roger-mason-1.html,2002
32,MEM,Robert Archibald,Illinois,2.0,44.0,328.0,51.0,69.0,16.0,0.283,,0.429,0.0,-0.004,-6.1,-0.3,2002,7.5,1.2,1.6,0.4,https://www.sports-reference.com/cbb/players/robert-archibald-1.html,2002
33,DEN,Vincent Yarbrough,Tennessee,1.0,59.0,1381.0,406.0,162.0,130.0,0.393,0.269,0.79,1.0,0.035,-2.4,-0.1,2002,23.4,6.9,2.7,2.2,https://www.sports-reference.com/cbb/players/vincent-yarbrough-1.html,2002
34,MIL,Dan Gadzuric,UCLA,10.0,527.0,7793.0,2465.0,2326.0,196.0,0.5,0.0,0.498,15.8,0.097,-2.3,-0.7,2002,14.8,4.7,4.4,0.4,https://www.sports-reference.com/cbb/players/dan-gadzuric-1.html,2002
35,CLE,Carlos Boozer,Duke,13.0,861.0,26901.0,13976.0,8192.0,1928.0,0.521,0.071,0.722,80.3,0.143,1.4,23.1,2002,31.2,16.2,9.5,2.2,https://www.sports-reference.com/cbb/players/carlos-boozer-1.html,2002
36,NYK,Milos Vujanic,,,,,,,,,,,,,,,2002,,,,,,2002
37,ATL,David Andersen,,2.0,103.0,1264.0,501.0,292.0,57.0,0.44,0.347,0.674,1.5,0.059,-2.9,-0.3,2002,12.3,4.9,2.8,0.6,,2002
38,HOU,Tito Maddox,Fresno State,1.0,9.0,35.0,11.0,7.0,5.0,0.25,0.0,0.625,0.0,-0.011,-1.4,0.0,2002,3.9,1.2,0.8,0.6,https://www.sports-reference.com/cbb/players/tito-maddox-1.html,2002
39,WAS,Rod Grizzard,Alabama,,,,,,,,,,,,,,2002,,,,,https://www.sports-reference.com/cbb/players/rod-grizzard-1.html,2002
40,WAS,Juan Carlos Navarro,,1.0,82.0,2117.0,896.0,210.0,177.0,0.402,0.361,0.849,1.4,0.031,-2.3,-0.2,2002,25.8,10.9,2.6,2.2,,2002
41,LAC,Mario Kasun,,2.0,73.0,569.0,198.0,188.0,11.0,0.467,0.0,0.636,0.8,0.069,-7.0,-0.7,2002,7.8,2.7,2.6,0.2,,2002
42,MIL,Ronald Murray,Shaw,8.0,487.0,11077.0,4817.0,1006.0,1096.0,0.414,0.304,0.725,8.5,0.037,-2.2,-0.5,2002,22.7,9.9,2.1,2.3,https://www.sports-reference.com/cbb/players/ronald-murray-1.html,2002
43,POR,Jason Jennings,Arkansas State University,,,,,,,,,,,,,,2002,,,,,https://www.sports-reference.com/cbb/players/jason-jennings-1.html,2002
44,CHI,Lonny Baxter,Maryland,4.0,162.0,1884.0,637.0,477.0,40.0,0.466,0.2,0.657,2.9,0.075,-4.6,-1.2,2002,11.6,3.9,2.9,0.2,https://www.sports-reference.com/cbb/players/lonny-baxter-1.html,2002
45,PHI,Sam Clancy,USC,,,,,,,,,,,,,,2002,,,,,https://www.sports-reference.com/cbb/players/sam-clancy-1.html,2002
46,MEM,Matt Barnes,UCLA,14.0,929.0,21967.0,7589.0,4281.0,1691.0,0.436,0.335,0.745,42.8,0.093,-0.1,10.7,2002,23.6,8.2,4.6,1.8,https://www.sports-reference.com/cbb/players/matt-barnes-1.html,2002
47,UTA,Jamal Sampson,California,5.0,72.0,631.0,142.0,242.0,26.0,0.491,0.0,0.537,1.4,0.106,-2.3,-0.1,2002,8.8,2.0,3.4,0.4,https://www.sports-reference.com/cbb/players/jamal-sampson-1.html,2002
48,MIL,Chris Owens,Texas,1.0,1.0,6.0,4.0,1.0,0.0,0.667,,,0.0,-0.032,-0.5,0.0,2002,6.0,4.0,1.0,0.0,https://www.sports-reference.com/cbb/players/chris-owens-1.html,2002
49,OKC,Peter Fehse,,,,,,,,,,,,,,,2002,,,,,,2002
50,BOS,Darius Songaila,Wake Forest,8.0,495.0,9229.0,3415.0,1689.0,589.0,0.499,0.158,0.844,15.9,0.083,-2.1,-0.2,2002,18.6,6.9,3.4,1.2,https://www.sports-reference.com/cbb/players/darius-songaila-1.html,2002
51,POR,Federico Kammerichs,,,,,,,,,,,,,,,2002,,,,,,2002
52,MIN,Marcus Taylor,Michigan State,,,,,,,,,,,,,,2002,,,,,https://www.sports-reference.com/cbb/players/marcus-taylor-1.html,2002
53,MIA,Rasual Butler,La Salle,13.0,809.0,17219.0,6092.0,1934.0,658.0,0.403,0.362,0.747,20.8,0.058,-1.4,2.6,2002,21.3,7.5,2.4,0.8,https://www.sports-reference.com/cbb/players/rasual-butler-1.html,2002
54,BRK,Tamar Slay,Marshall,3.0,66.0,517.0,173.0,70.0,31.0,0.361,0.265,0.538,-0.3,-0.029,-5.7,-0.5,2002,7.8,2.6,1.1,0.5,https://www.sports-reference.com/cbb/players/tamar-slay-1.html,2002
55,DAL,Mladen Sekularac,,,,,,,,,,,,,,,2002,,,,,,2002
56,SAS,Luis Scola,,10.0,743.0,19001.0,8882.0,4941.0,1194.0,0.493,0.339,0.74,45.7,0.115,-0.7,6.4,2002,25.6,12.0,6.7,1.6,,2002
57,SAS,Randy Holcomb,San Diego State,1.0,4.0,11.0,2.0,1.0,0.0,1.0,,,0.0,0.15,-1.7,0.0,2002,2.8,0.5,0.3,0.0,https://www.sports-reference.com/cbb/players/randy-holcomb-1.html,2002
58,SAC,Corsley Edwards,Central Connecticut State University,1.0,10.0,110.0,27.0,25.0,3.0,0.323,,0.583,0.1,0.026,-6.2,-0.1,2002,11.0,2.7,2.5,0.3,https://www.sports-reference.com/cbb/players/corsley-edwards-1.html,2002
1,CLE,LeBron James,,19.0,1351.0,51563.0,36559.0,10075.0,9962.0,0.505,0.345,0.734,248.3,0.231,8.9,141.4,2003,38.2,27.1,7.5,7.4,,2003
2,DET,Darko Miličić,,10.0,468.0,8638.0,2813.0,1971.0,405.0,0.46,0.0,0.574,7.1,0.04,-2.4,-0.9,2003,18.5,6.0,4.2,0.9,,2003
3,DEN,Carmelo Anthony,Syracuse,19.0,1241.0,43048.0,28042.0,7728.0,3406.0,0.447,0.356,0.814,107.9,0.12,1.4,36.7,2003,34.7,22.6,6.2,2.7,https://www.sports-reference.com/cbb/players/carmelo-anthony-1.html,2003
4,TOR,Chris Bosh,Georgia Tech,13.0,893.0,31936.0,17189.0,7592.0,1795.0,0.494,0.335,0.799,106.0,0.159,1.9,31.1,2003,35.8,19.2,8.5,2.0,https://www.sports-reference.com/cbb/players/chris-bosh-1.html,2003
5,MIA,Dwyane Wade,Marquette,16.0,1054.0,35773.0,23165.0,4933.0,5701.0,0.48,0.293,0.765,120.7,0.162,5.0,62.8,2003,33.9,22.0,4.7,5.4,https://www.sports-reference.com/cbb/players/dwyane-wade-1.html,2003
6,LAC,Chris Kaman,Central Michigan University,13.0,735.0,19642.0,8208.0,5582.0,921.0,0.489,0.042,0.743,24.6,0.06,-1.9,0.4,2003,26.7,11.2,7.6,1.3,https://www.sports-reference.com/cbb/players/chris-kaman-1.html,2003
7,CHI,Kirk Hinrich,Kansas,13.0,879.0,27015.0,9594.0,2576.0,4245.0,0.411,0.375,0.8,52.5,0.093,0.0,13.3,2003,30.7,10.9,2.9,4.8,https://www.sports-reference.com/cbb/players/kirk-hinrich-1.html,2003
